ID,TIPO,INSTITUCIO,CALLE,NUMERO,REFERENCIA,COLONIA,C_P_,Observacio,Alcaldía,geometry
217.0,CENTRO Y PLAZA COMERCIAL,,CALZ. MEXICO TACUBA,120,,ANAHUAC 1 SECC,11320,,Miguel Hidalgo,POINT (482167.15830000024 2150172.8419000003)
218.0,TIENDA DE AUTOSERVICIO,CHEDRAUI POLANCO,BLVD. MIGUEL DE CERVANTES SAAVEDRA,397,,IRRIGACIÓN,11500,,Miguel Hidalgo,POINT (478326.26690000016 2149688.8533999994)
219.0,CENTRO Y PLAZA COMERCIAL,PLAZA CARSO,EJERCITO NACIONAL MEXICANO,843,,AMPLIACION GRANADA,11520,,Miguel Hidalgo,POINT (478567.8295999998 2149755.8399)
220.0,CENTRO Y PLAZA COMERCIAL,PARQUE POLANCO,LAGO ALBERTO 2A,,,GRANADA,11520,,Miguel Hidalgo,POINT (480643.47310000006 2149542.2529000007)
221.0,TIENDAS DEPARTAMENTALES,SEARS,Av. Ejército Nacional,980,Entre Ferrocarriles de Cuernavaca y Vázquez de Mella,Los Morales Polanco,11540,,Miguel Hidalgo,POINT (478311.16810000036 2149327.251599999)
222.0,CENTRO COMERCIAL,,Av. Ejército Nacional,280,Entre Av. Ferrocarril de Cuernavaca y Vázquez de Mella,Los Morales,11510,,Miguel Hidalgo,POINT (478251.96549999993 2149153.9279999994)
223.0,CENTRO Y PLAZA COMERCIAL,ANTARA,AV. EJERCITO CACIONAL,843,,GRANADA,11520,,Miguel Hidalgo,POINT (478733.7907999996 2149470.3050999995)
224.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Av. Ejército Nacional,769-A,Esq. Av.  Moliere,Nueva Granada,11520,,Miguel Hidalgo,POINT (478971.20380000025 2149391.3161999993)
225.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Moliere,353,Esq. Ejército Nacional,Polanco,11550,,Miguel Hidalgo,POINT (478924.27130000014 2149292.5569)
226.0,TIENDAS DE AUTO SERVICIO,SAMS CLUB,Av. Ejército Nacional,559,Entre Lago Tangañica y Lago Bangueolo,Granada,11520,,Miguel Hidalgo,POINT (479780.3208999997 2149385.4153000005)
227.0,TIENDAS DE AUTO SERVICIO,Super  G,Av. Ejército Nacional,350,Esq. Schiller,Chapultepec Morales,11570,,Miguel Hidalgo,POINT (480399.55510000046 2149195.8486)
228.0,TIENDA DE AUTOSERVICIO_1,LA COMER,LAGO XOCHIMILCO,343,,ANAHUAC 1 SECC,11320,,Miguel Hidalgo,POINT (481128.88269999996 2149334.1734999996)
229.0,CENTRO Y PLAZA COMERCIAL,PARQUES PLAZA NUEVO POLANCO,BAHIA DEL ESPIRITU SANTO,442,,ANAHUAC 1 SECC,11320,,Miguel Hidalgo,POINT (481319.84059999976 2149461.1740000006)
230.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Calz. Melchor Ocampo,91,Entre Izcoatl y Tizoc,Tlaxpana,11370,,Miguel Hidalgo,POINT (482214.44820000045 2149318.6823999994)
231.0,CENTRO COMERCIAL,CENTRO COMERCIAL GALERIAS,Calz. Melchor Ocampo,193,Entre Marina Nacional y Bahia de Ascención,Veronica Anzures,11300,,Miguel Hidalgo,POINT (482061.98039999977 2149058.0220999997)
232.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Melchor Ocampo,193,Entre Marina Nacional y Bahia de Ascención,Verónica Anzures,11300,,Miguel Hidalgo,POINT (481981.1952999998 2149102.9169999994)
233.0,CENTRO COMERCIAL,CABABIE DANIEL ELIAS,Lafontaine,110-L,Esq. Homero,Reforma Polanco,11550,,Miguel Hidalgo,POINT (479157.0568756499 2148657.5216961154)
234.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Hegel,345,Esq. Presidente Mazarik,Polanco,11560,,Miguel Hidalgo,POINT (480217.2095999997 2148612.3486)
235.0,TIENDAS DEPARTAMENTALES,PUERTO DE LIVERPOOL,Mariano Escobedo,425,Entre Homero y Horacio,Polanco,11560,,Miguel Hidalgo,POINT (480795.7078999998 2148785.3417000007)
236.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Horacio,203,Esq. Taine,Chapultepec Morales,11570,,Miguel Hidalgo,POINT (480624.92069999967 2148792.4946999997)
237.0,TIENDAS DE AUTO SERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Horacio,147,Entre Suderman y Homero,Chapultepec Morales,11570,,Miguel Hidalgo,POINT (480702.70529999956 2148790.5306)
238.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA,S.A. DE C.V.",Homero,,Esq. Petrarca,Chapultepec Morales,11570,,Miguel Hidalgo,POINT (480489.91420000046 2148979.865599999)
239.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Paseo de las Palmas,781,Esq. Monte Tabor,Lomas de Chapultepec,11000,,Miguel Hidalgo,POINT (477246.1004999997 2148310.7642)
240.0,TIENDAS DE AUTO SERVICIO,Super  G,Aguilar y Seijas,5,Esq. Acueducto,Lomas Virreyes,11000,,Miguel Hidalgo,POINT (478417.27440000046 2147547.4804)
241.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Vicente E. Guía,62,Esq. Parque Lira,Ampl. Garza,11830,,Miguel Hidalgo,POINT (480198.7435865529 2145985.272480578)
242.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Pedro Antonio de los Santos,118,Esq. I. Esteva,Sn. Miguel Chapultepec,11850,,Miguel Hidalgo,POINT (480673.0533999996 2146085.8585)
243.0,TIENDAS DE AUTO SERVICIO,BODEGA GIGANTE,Av. Revolución,169,Esq. José María Vigil,Tacubaya,11870,,Miguel Hidalgo,POINT (480560.41832091776 2145285.8457426196)
244.0,TIENDAS DEPARTAMENTALES,SUBURBIA,Av. Observatorio,196,Av. Jalisco,Tacubaya,11870,,Miguel Hidalgo,POINT (480390.1512000002 2145548.0549)
245.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Parque Lira,147,Entre Av. Jalisco y Av. Observatorio,Tacubaya,11870,,Miguel Hidalgo,POINT (480325.17920000013 2145565.9404000007)
246.0,CENTRO Y PLAZA COMERCIAL,Circulo k Rosario salida,,,,El Rosario,02100,,Azcapotzalco,POINT (478950.85484835244 2156767.893020735)
247.0,CENTRO Y PLAZA COMERCIAL,Mercado Xochinahuac,Campo bello,s/n,,San Martin,02210,,Azcapotzalco,POINT (479362.65242632164 2157232.965326197)
248.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Av. Aquiles Cerdan,1341,Casi Esq. Av. Del Rosario,Unidad Habitacional El Rosario,02430,,Azcapotzalco,POINT (478478.1301591227 2156601.905588568)
249.0,CENTRO Y PLAZA COMERCIAL,Fix it town center el Rosario,Av. del Rosario,1025,,El Rosario,02100,,Azcapotzalco,POINT (478662.7996244943 2156485.0098308525)
250.0,CENTRO Y PLAZA COMERCIAL,GENBAND,Av. de las Granjas,972,,Santa Bárbara,02230,,Azcapotzalco,POINT (481389.38260829274 2156536.521372504)
251.0,CENTRO Y PLAZA COMERCIAL,TecnoParque,Eje 5,990,,Santa Bárbara,02230,,Azcapotzalco,POINT (481268.8907962995 2156621.0027050097)
252.0,CENTRO Y PLAZA COMERCIAL,Centro Comercial Price Center Vallejo,Norte 45,1082,,Industrial Vallejo,02300,,Azcapotzalco,POINT (483426.9028872168 2156338.152225976)
253.0,CENTRO Y PLAZA COMERCIAL,Plaza San Isidro,Calz. San Isidro,660,,San Pedro Xalpa,02710,,Azcapotzalco,POINT (477732.6094424329 2154579.575801011)
254.0,CENTRO Y PLAZA COMERCIAL,Pasaje Ferrería,22 de Febrero,299,,San Marcos,02020,Hay una Bodega Aurrera,Azcapotzalco,POINT (481189.51821694005 2154997.4160346044)
255.0,CENTRO Y PLAZA COMERCIAL,Destino Azcapotzalco,Centenario 19,19,,Centro de Azcapotzalco,02000,,Azcapotzalco,POINT (480223.2162500213 2153776.2371272203)
256.0,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Av. Azcapotzalco,598,,Villa Azcapotzalco,02000,,Azcapotzalco,POINT (480369.2378437512 2153953.7812816855)
257.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Av. Azcapotzalco,57,Esq. Calz. Camarones,Villa Azcapotzalco,02000,Es parte de la Plaza Azcapotzalco PLAZA COMERCIAL,Azcapotzalco,POINT (480412.6056400861 2153686.7255718936)
258.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Azcapotzalco,527,,Villa Azcapotzalco,02000,Es parte de la Plaza Azcapotzalco PLAZA COMERCIAL,Azcapotzalco,POINT (480372.52822836506 2153698.0557847)
259.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Av. Ceylán,468,,Euzkadi,02660,Actualmente es una bodega,Azcapotzalco,POINT (482758.0022686449 2153953.7787197297)
260.0,CENTRO Y PLAZA COMERCIAL,Pabellon Azcapotzalco,Nextengo,71,,Nextengo,02070,El Pabellon incluye un Soriana,Azcapotzalco,POINT (480081.1679918282 2153247.7926859944)
261.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Av. Nextengo,78,Tezozomoc y Ferrocarriles Nacionales,Barrio Sta. Apolonia,02790,,Azcapotzalco,POINT (479843.74671452946 2153080.302101081)
262.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Nextengo,78,,Barrio Sta. Apolonia,02790,,Azcapotzalco,POINT (479837.3090369748 2153142.386277161)
263.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Av. Cuitláhuac,372,Entre Pantaco y Av. Cuitláhuac,Unidad Habitacional Pantaco,02500,,Azcapotzalco,POINT (482087.8435243383 2152916.273817167)
264.0,CENTRO COMERCIAL,SINDICATO REVOLUCIONARIO DE TRABAJADORE PETROLERO,Norte 79-A,231,Esq. Nilo,Claveria,02080,,Azcapotzalco,POINT (481377.8129780884 2152602.787293668)
265.0,CENTRO Y PLAZA COMERCIAL,Centro Comercial Patio Clavería,Egipto,142,,Clavería,02080,,Azcapotzalco,POINT (480910.8257398053 2152160.891839378)
266.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Camarones,106-108,Esq. Eulalia Guzmán,Sn. Salvador Xochimanca,02800,,Azcapotzalco,POINT (482061.3269784412 2151788.625505008)
267.0,TIENDA DEPARTAMENTAL_1,Price Shoes,Norte 45,1093,,Industrial Vallejo,02300,,Azcapotzalco,POINT (483485.4666427877 2156340.6443006834)
268.0,CENTRO Y PLAZA COMERCIAL,Centro Comercial Price Center Vallejo II,Norte 45,1071,,Industrial Vallejo,02300,,Azcapotzalco,POINT (483466.71378063166 2156249.6835739454)
269.0,CENTRO Y PLAZA COMERCIAL,Parque Vía Vallejo,Calz Vallejo,1090,,Santa Cruz de las Salinas,02330,,Azcapotzalco,POINT (483979.08434000885 2154738.2402652786)
270.0,TIENDAS DEPARTAMENTALES,SEARS,Norte 45,656,Entre Poniente 140 y Poniente 128,Industrial Vallejo,02300,,Azcapotzalco,POINT (482880.56334697973 2154048.8247529296)
271.0,TIENDAS DE AUTO SERVICIO,"WALL MART DE MÉXICO,S.A DE C.V.",Calz. Cuitláhuac,3651,Esq. Ferrocarril Central,Victoria de las Democracias,02810,,Azcapotzalco,POINT (482655.69069496176 2152979.678267736)
272.0,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Av. Cuitláhuac,,Esq. Plan de Sn. Luis,Hogar y Seguridad,02820,,Azcapotzalco,POINT (482523.5448188783 2152966.527016281)
273.0,CENTRO Y PLAZA COMERCIAL,Plaza Parque Jardín,Av. Jardín,330,,Del Gas,02970,,Azcapotzalco,POINT (483198.70371198765 2152685.8702742085)
274.0,CENTRO Y PLAZA COMERCIAL,Portal Vallejo,Vallejo,296,,San Francisco Xocotitla,02960,Hay una bodega Aurrera,Azcapotzalco,POINT (484848.7545418084 2152629.2706903294)
275.0,CENTRO Y PLAZA COMERCIAL,Plaza Alco La Raza,Vallejo,294,,San Francisco Xocotitla,02960,,Azcapotzalco,POINT (484798.2980107633 2152596.2294158624)
276.0,TIENDAS DE AUTO SERVICIO,BODEGA GIGANTE,Av. Jardín,245,Entre Union y Cto.,Tlaltilco,02860,,Azcapotzalco,POINT (483201.85928508185 2152193.187792077)
277.0,TIENDA DE AUTOSERVICIO_1,Sams Club La Raza,Cto. Interios Paseo de las Jacarandas,375,,Del Gas,02970,,Azcapotzalco,POINT (483586.1335295638 2152298.4404566325)
278.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Calz de las Armas Norte,577,,Providencia,02440,,Azcapotzalco,POINT (477470.83848495415 2155502.2423247965)
279.0,TIENDA DE AUTOSERVICIO_1,Chedraui,Manuel Salazar,197,,San Juan Tlihuaca,02400,,Azcapotzalco,POINT (478309.4437659789 2155496.5421801456)
280.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Federico Gamboa,105,,San Juan Tlihuaca,02400,,Azcapotzalco,POINT (478507.75179837993 2155236.7865884094)
281.0,CENTRO Y PLAZA COMERCIAL,Mercado San Juan Tlihuaca,Fortunato Zuazua,s/n,,San Juan Tlihuaca,02400,,Azcapotzalco,POINT (478652.0794609381 2155381.570262539)
282.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Morelos,296,,San Pedro Xalpa,02710,,Azcapotzalco,POINT (478056.98435939575 2154478.6673498526)
283.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Calz de las armas,57,,San Pedro Xalpa,02710,,Azcapotzalco,POINT (476863.60207530594 2153621.593600159)
284.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Tezozomoc,220,,San Bartolo Cahualtongo,02720,,Azcapotzalco,POINT (479168.3985634073 2154095.503626427)
285.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av San Isidro,97,,San Francisco Tetecala,02730,,Azcapotzalco,POINT (479757.3375087269 2154142.700824135)
286.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Ahuacatitla,11,,Centro de Azcapotzalco,02000,,Azcapotzalco,POINT (480670.6146846769 2154224.8969099997)
287.0,,TIENDA DE AUTOSERVICIO_1,Trebol,53,,San Marcos,02020,,Azcapotzalco,POINT (480934.0753704363 2154678.172412631)
288.0,TIENDA DE AUTOSERVICIO_,Bodega Aurrera,Ahuehuetes,15,,Pasteros,02150,,Azcapotzalco,POINT (479673.8873910393 2155559.414775643)
289.0,CENTRO Y PLAZA COMERCIAL,Mercado Pasteros,Durazno,577 A,,Pasteros,02150,,Azcapotzalco,POINT (479276.24530020007 2155745.4674970447)
290.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,San Pablo,79,,Santa Bárbara,02230,,Azcapotzalco,POINT (480677.1128495785 2155968.2291499977)
291.0,CENTRO Y PLAZA COMERCIAL,Mercado Tlatilco,Calz Tlatilco,167,,Tlalilco,02860,,Azcapotzalco,POINT (482933.9141197205 2151965.3595704264)
292.0,CENTRO COMERCIAL,SISTEMA DE ABASTO DE TRABAJADORES DE LAEDUCACION,Av. Instituto Politécnico Nacional,2085,Esq. Sierra Vista,Lindavista,07300,,Gustavo A. Madero,POINT (486252.2069335043 2156374.1082960065)
293.0,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Fray Juan de Zumarraga,11,Local C Y D,La Villa,07050,Actualmente Plaza Comercial La Morenita,Gustavo A. Madero,POINT (487593.55732779054 2154348.9633112573)
294.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Prol. Calz. de los Misterios,62,Entre Av. Ticoman e Insurgentes,Guadalupe Tepeyac,07010,,Gustavo A. Madero,POINT (487486.2204164861 2155047.4648098433)
295.0,TIENDAS DE AUTO SERVICIO,Super  G,Fernando Amilpa,80,Entre Av. Lius Yurén y Av. Ricardo Flores Magón,Unidad C.T.M. Atzacoalco,07090,,Gustavo A. Madero,POINT (489474.2844283518 2157215.3501324225)
296.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Venustiano Carranza,100,Esq. Benito Juarez,Cuautepec Barrio Bajo,07250,,Gustavo A. Madero,POINT (485433.3945805602 2160913.792054285)
297.0,TIENDAS DE AUTO SERVICIO,CARREFOUR- HIPERMERCADOS,Av. la Ventisca,100,Esq. Arboleda,Acueducto,07270,Pertenece a una PLAZA COMERCIAL Chedraui Tenayuca,Gustavo A. Madero,POINT (483578.5514089307 2159356.2671971363)
298.0,PLAZAS COMERCIALES,PLAZA LINDAVISTA,Av. Montevideo,363-201,Esq. InstitutoPolitécnico Nacional,Lindavista,07300,,Gustavo A. Madero,POINT (485946.46224958467 2155190.897383019)
299.0,TIENDAS DEPARTAMENTALES,SEARS,Av. Instituto Politécnico Nacional,363,Esq. Montevideo,Lindavista,07300,Es parte de Plaza Lindavista,Gustavo A. Madero,POINT (485948.2794004025 2155233.608450118)
300.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Montevideo,313,Esq. Av. Instituto Politécnico Nacional,Lindavista,07300,Actualmente es TIENDA DE AUTOSERVICIO Superama,Gustavo A. Madero,POINT (485930.1388343797 2155116.3292281814)
301.0,TIENDAS DE AUTO SERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Av. Instituto Politécnico Nacional,1733,Esq. Montevideo,Lindavista,07300,Actualmente es una TIENDA DEPARTAMENTAL Parisina,Gustavo A. Madero,POINT (486002.72634364164 2155077.8759028395)
302.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Insurgentes Norte,,Esq. Acueducto de Guadalupe,Residencial Zacatenco,07360,Actualmente es el paradero de MB terminal Indios V,Gustavo A. Madero,POINT (487484.39845086465 2156205.018362481)
303.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av.Insurgentes Norte,1190,Esq. Poniente 112,Capultitlán,07370,,Gustavo A. Madero,POINT (485904.6608245762 2153529.1281451574)
304.0,PLAZAS COMERCIALES,La Plaza Oriente,Av. Eduardo Molina,1623,Esq. Oriente 157,Unidad Habitacional Legislatura,07456,,Gustavo A. Madero,POINT (490072.062717075 2154566.7293410995)
305.0,TIENDAS DE AUTO SERVICIO,CARREFOUR- HIPERMERCADOS,Av. Eduardo Molina,1623,Esq. Oriente 157,Unidad Habitacional Legislatura,07456,Es parte de La Plaza Oriente,Gustavo A. Madero,POINT (490138.47765126644 2154543.0131099764)
306.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Calz. Vallejo,2000,Esq. Acueducto Tenayuca,Sn. José de la Escalera,07630,Pertenece a Plaza Tenayuca,Gustavo A. Madero,POINT (482195.39481522434 2159382.477613344)
307.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Ing. Luis Espinoza,160,Entre Tecnológico de Explotación y Temoluco,Acueducto,07270,Walmart Acueducto de Guadalupe,Gustavo A. Madero,POINT (483636.4063152508 2159639.7118655033)
308.0,CENTRO COMERCIAL,CENTRO COMERCIAL TORRES LINDAVISTA,Othon Mendizabal Oriente,343,Esq. Juan de Dios Bátiz,Unidad Habitacional Profesional Zacatenco,07738,,Gustavo A. Madero,POINT (484704.49874367047 2156897.530383607)
309.0,TIENDAS DEPARTAMENTALES,K-2,Av. Central,209,Esq. Margarita Maza de Juárez,Nueva Industrial Vallejo,07700,,Gustavo A. Madero,POINT (484220.7576007957 2157519.620336714)
310.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Mendizabal,455,Esq. Miguel Bernard,La Escalera,07320,Actualmente parece ser una bodega o un baldio,Gustavo A. Madero,POINT (485240.7406400806 2157227.7191825043)
311.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. Manuel Othon de Mendizabal Oriente,343,Esq. Juan de Díos Batiz,Unidad Habitacional Profesional Zacatenco,07720,Pertenece a Plaza Torres Lindavista,Gustavo A. Madero,POINT (484812.54700441717 2156864.7961391835)
312.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Venturina,354,Entre Tesoro y Victoria,Estrella,07810,,Gustavo A. Madero,POINT (487950.7262196009 2153070.317647373)
313.0,PLAZAS COMERCIALES,Plaza Tepeyac,Calz. de Guadalupe,431,Entre Victoria y Henry Ford,Guadalupe Tepeyac,07840,Hay un Sams Club,Gustavo A. Madero,POINT (487236.78212997515 2153115.0685321814)
314.0,TIENDAS DE AUTO SERVICIO,"WALL MART DE MÉXICO,S.A DE C.V.",Calz. de Guadalupe,431,Entre Victoria y Henry Ford,Guadalupe Tepeyac,07840,Es parte de Plaza Tepeyac,Gustavo A. Madero,POINT (487230.8600484754 2153051.446771244)
315.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Calz. de Guadalupe,431,Entre Victoria y Henry Ford,Guadalupe Tepeyac,07840,Es parte de Plaza Tepeyac,Gustavo A. Madero,POINT (487369.4526830751 2152984.625282888)
316.0,CENTRO COMERCIAL,COBALIN JORGE,Wagner,98B,Esq. Av. Robles Dominguez,Vallejo,07870,Actualmente es un perdio con comercio y servicios,Gustavo A. Madero,POINT (486665.64000673377 2152681.164169131)
317.0,TIENDAS DE AUTO SERVICIO,"GIGANTE , S.A. DE C.V.",Calz.. Vallejo,1361,Esq. Uranio,Nueva Industrial Vallejo,07700,Actualmente es TIENDA DEPARTAMENTAL Interceramic,Gustavo A. Madero,POINT (483233.2003700337 2157464.391867047)
318.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Calz. de Guadalupe,192,Entre schumann y Clave,Vallejo,07870,Actualmente es Soriana Híper La Villa,Gustavo A. Madero,POINT (486795.5597930423 2152234.02775202)
319.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. Instituto Politécnico Nacional,1787,,Lindavista,07300,,Gustavo A. Madero,POINT (486043.09303681314 2155236.8018950806)
320.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Prol. Cádiz,42,Esq. Sn. Juan de Aragón,Héroes de Chapultepec,07939,,Gustavo A. Madero,POINT (490467.32606731163 2153473.8106302423)
321.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. José Loreto Fabela,55,Entre Av. 510 e Ignacio Allende,Sn. Juan de Aragón,07950,,Gustavo A. Madero,POINT (491490.33296954504 2152307.2331779506)
322.0,CENTRO Y PLAZA COMERCIAL,Plaza Vallejo,Calz Vallejo Eje 1 Pte,1111,,Nueva Inustria Vallejo,07771,,Gustavo A. Madero,POINT (483579.44631541695 2156560.4799530813)
323.0,CENTRO Y PLAZA COMERCIAL,Plaza Vista Norte,Acueducto,60 lote b,,Zacatenco,07369,,Gustavo A. Madero,POINT (487290.09500565054 2156348.0309182615)
324.0,CENTRO Y PLAZA COMERCIAL,Plaza Pabellon,Callao,150,,Lindavista norte,07300,,Gustavo A. Madero,POINT (487198.1082432781 2155493.7859490947)
325.0,CENTRO Y PLAZA COMERCIAL,Parque Lindavista,Colector 13,280,,Magdalena de las Salinas,07760,,Gustavo A. Madero,POINT (486255.4992202686 2154637.717088413)
326.0,CENTRO Y PLAZA COMERCIAL,Parque Lindavista 2do lote,Ave. Rio Bamba,589,,Magdalena de las Salinas,07760,,Gustavo A. Madero,POINT (486367.06815503526 2154570.6908842567)
327.0,CENTRO Y PLAZA COMERCIAL,Encuentro Fortuna,Av. Fortuna (eje 4 norte),334,,Magdalena de las Salinas,07760,Hay un Chedraui selecto,Gustavo A. Madero,POINT (486031.0887012893 2154379.7934673554)
328.0,CENTRO Y PLAZA COMERCIAL,Plaza del Peregrino,Eje 5 norte San Juan de Aragón,s/n,,Villa Gustavo A. Madero,07050,,Gustavo A. Madero,POINT (488441.0625355448 2154256.7706875764)
329.0,CENTRO Y PLAZA COMERCIAL,La Villita,Fray Juan de Zumarraga,31,,Villa Gustavo A. Madero,07050,Mercado de artesanías,Gustavo A. Madero,POINT (487618.24164164095 2154332.758464915)
330.0,CENTRO Y PLAZA COMERCIAL,Plaza Misterios,Rio Consulado,1688,,Vallejo,07870,,Gustavo A. Madero,POINT (486692.17706142995 2151957.1461657016)
331.0,CENTRO Y PLAZA COMERCIAL,Plaza Aragón,Ejej 5 nte Calz Sn Juan de Aragón,516,,D M Nacional,,Hay una TIENDA DE AUTOSERVICIO Walmart,Gustavo A. Madero,POINT (489956.3446107674 2153938.1775755244)
332.0,CENTRO Y PLAZA COMERCIAL,Plaza San Juan,Av. Sn Juan de Aragón,259,,Granjas Modernas,07460,Hay una TIENDA DE AUTOSERVICIO Bodega Aurrera,Gustavo A. Madero,POINT (489248.29881015344 2153975.328571371)
333.0,CENTRO Y PLAZA COMERCIAL,Mercado Pradera,Volcál Malinche,s/n,,La Pradera,07500,,Gustavo A. Madero,POINT (492882.82710809505 2153439.946173432)
334.0,TIENDA DE AUTOSERVICIO_1,Supercito Chedraui,Av. Francisco Morazan,6,,Pradera 1ra Sección,07509,,Gustavo A. Madero,POINT (493011.7106405826 2152983.153400748)
335.0,CENTRO Y PLAZA COMERCIAL,Mercado Sn Juan de Aragón VI,Av. 414-A,s/n,,Sn Juan de Aragón Sección VI,07918,,Gustavo A. Madero,POINT (493086.3045637662 2152455.566977531)
336.0,CENTRO Y PLAZA COMERCIAL,Pabellón Lindavista,Prol. Escuadrón 201,200,,La Purisima,07320,,Gustavo A. Madero,POINT (485068.81506176904 2158006.3537911945)
337.0,CENTRO Y PLAZA COMERCIAL,Punto Basílica,Calz. Sn Juan de Aragón (eje 5 nte),135,,Villa Gustavo A. Madero,07050,,Gustavo A. Madero,POINT (488600.46272620524 2154235.6146873827)
338.0,CENTRO Y PLAZA COMERCIAL,Commercium Molina,Fray Toribio de Benavente,165,,Vasco de Quiroga,07440,,Gustavo A. Madero,POINT (490495.1700909107 2155896.00809833)
339.0,CENTRO Y PLAZA COMERCIAL,Centro Comercial Puerta Aragón,Constitución de la república,188,,La Pradera,07500,En construcción,Gustavo A. Madero,POINT (493150.70351324516 2153915.4490858745)
340.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av Francisco Villa,l28,,Cuautepec Barrio Alto,07100,,Gustavo A. Madero,POINT (485683.0865826994 2162407.170061846)
341.0,TIENDA DEPARTAMENTAL_1,Coppel,Ángel Brioso Vasconcelos,29,,Palmatitla,07170,,Gustavo A. Madero,POINT (485150.46506652934 2159020.3721161303)
342.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av Cuautepec Z 6,mz 176 lt 34,,Jorge Negrete,07280,,Gustavo A. Madero,POINT (485157.7612516824 2158668.78719407)
343.0,CENTRO Y PLAZA COMERCIAL,Plaza La Raza,Vallejo,275,,Vallejo Poniente,07790,,Gustavo A. Madero,POINT (484963.95633355546 2152585.82082853)
344.0,CENTRO Y PLAZA COMERCIAL,Plaza Vista Hermosa,Noche de paz,49,,Lomas de Vista Hermosa,05100,,Cuajimalpa,POINT (470748.96999999974 2142205.7918999996)
345.0,TIENDA DE AUTOSERVICIO_1,Superama,Noche de paz,38,,Lomas de Vista Hermosa,05100,,Cuajimalpa,POINT (470705.1316999998 2142122.6405999996)
