ID,TIPO,INSTITUCIO,CALLE,NUMERO,REFERENCIA,COLONIA,C_P_,Observacio,Alcaldía,geometry
478.0,CENTRO Y PLAZA COMERCIAL,PLAZA CUEMANCO COAPA,CALZ. DEL HUESO,1025,,COAPA,14336,,Tlalpan,POINT (488902.15940000024 2133963.340500001)
479.0,CENTRO Y PLAZA COMERCIAL,PLAZA ACOXPA,CALZ- ACOXPA,554-6,,PRADOS COAPA 2DA SECC,14357,,Tlalpan,POINT (486118.19379999954 2133559.6774000004)
480.0,CENTRO Y PLAZA COMERCIAL,PLAZA,CALZ- ACOXPA,559,,PRADOS COAPA 3RA SECCION,14357,,Tlalpan,POINT (486138.45519999973 2133459.194)
481.0,CENTRO Y PLAZA COMERCIAL,SORIANA SUPER TORIELLO,CALZ. DE TLALPAN,4515,,TORIELLO GUERRA,14050,,Tlalpan,POINT (483503.8145000003 2133463.6416999996)
482.0,CENTRO Y PLAZA COMERCIAL,PLAZA VICTORIA,AV RENATO LEDUC,224,,TORIELLO GUERRA,14050,,Tlalpan,POINT (483259.5246000001 2133624.9091999996)
483.0,CENTRO Y PLAZA COMERCIAL,PLAZA RENATO,AV. REBATI KEDUC,174,,TORIELLO GUERRA,14050,,Tlalpan,POINT (483101.1398 2133539.1689)
484.0,CENTRO Y PLAZA COMERCIAL,PUERTA SUR,AV. RENATO LEDUC,151,,TORIELLO GUERRA,14050,,Tlalpan,POINT (483023.8828999996 2133445.4394000005)
485.0,CENTRO Y PLAZA COMERCIAL,PLAZA LOS ARCOS,CALZ. DE TLALPAN,4870,,NIÑO JESUS,14080,,Tlalpan,POINT (482807.926 2132410.5156999994)
486.0,CENTRO Y PLAZA COMERCIAL,PLAZA CANTERA,CHIMALCOYOC,,,,14630,,Tlalpan,POINT (482337.0003000004 2131224.667199999)
487.0,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL ZANTA URSULA XITLA,PANTEION,6,,STA URSULA XITLA,14420,,Tlalpan,POINT (481279.53079999983 2131890.9923)
488.0,TIENDA DE AUTO SERVICIO_,BODEGA AURRERA EXPRESS,BENITO JUAREZ,201,,MATAMOROS,14250,,Tlalpan,POINT (479647.09250000026 2132133.8948)
489.0,CENTRO Y PLAZA COMERCIAL,PLAZA,CARR PICACHO-AJUSCO,756,,JARDINES DEL AJUSCO,14200,,Tlalpan,POINT (477126.93099999987 2132321.2685000002)
490.0,CENTRO Y PLAZA COMERCIAL,PLAZA,BOULEVARD PICACHO AJUSCO,528,,JARDINES DEL AJUSCO,14210,,Tlalpan,POINT (477310.6476999996 2133280.5601000004)
491.0,TIENDAS DE AUTO SERVICIO_,WALMART EXPRESS FUENTES DEL PEDREGAL,RCDA. DE URANIO,41,,LOS FRAMBOYANES,14150,,Tlalpan,POINT (476786.97759999987 2134538.8757000007)
492.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Miguel Angel de Quevedo,175,Esq. Av. Universidad,Barrio Oxtopulco Universidad,04318,,Coyoacán,POINT (480969.94159999955 2139140.7435999997)
493.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Av. Centro Comercial,190,Esq. Popocatepetl,Insurgentes Cuicuilco,04530,,Coyoacán,POINT (480063.86000000034 2134456.3596)
494.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Jardín Centenario,5,Entre Carrillo Puerto y Tres Cruces,Villa Coyoacán,04000,,Coyoacán,POINT (482846.5206000004 2139534.339400001)
495.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Calz. de Tlalpan,2050,Esq. Miramontes,Campestre Churubusco,04200,,Coyoacán,POINT (485103.87849999964 2138775.9449000005)
496.0,TIENDAS DE AUTO SERVICIO,HOME  MART,Av. Canal de Miramontes,2053,Esq. Las Bombas,Los Girasoles,04290,,Coyoacán,POINT (486899.9737999998 2135094.8066000007)
497.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Miguel Angel de Quevedo,443,M. Ocampo,Monte de Piedad,04310,,Coyoacán,POINT (481961.78809999954 2138998.1369000003)
498.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Miguel Angel de Quevedo,175-F,Esq. Universidad,Barrio Oxtopulco Universidad,04318,,Coyoacán,POINT (480942.1392000001 2139170.2062)
499.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Av. Azteca,221,,Los Reyes,04330,,Coyoacán,POINT (483792.34420000017 2137375.3210000005)
500.0,TIENDAS DE AUTO SERVICIO,"UNIDAD COMERCIAL DE TODO, S.A.",Av. Copilco,164,Esq. Av. Universidad,Oxtopulco Universidad,04318,,Coyoacán,POINT (480614.8043999998 2138227.9026999995)
501.0,TIENDAS DEPARTAMENTALES,HERMANOS VAZQUEZ,Av. Universidad,2014,,Copilco Universidad,04360,,Coyoacán,POINT (480893.5471999999 2138304.9542999994)
502.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Av. Sta. Ana,,Esq. Canal Nacional,Sn. Francisco Culhuacan,04480,,Coyoacán,POINT (488616.34979999997 2137190.534600001)
503.0,CENTRO COMERCIAL,CENTRO COMERCIAL PERISUR,Periférico Sur,4690,Entre Zacatepetl y  Av. del Iman,Insurgentes Cuicuilco,04530,,Coyoacán,POINT (479990.5557000004 2134480.4514000006)
504.0,TIENDAS DEPARTAMENTALES,PUERTO DE LIVERPOOL,Av. Periférico  Sur,4690,Entre Av. del Iman y Zacatepetl,Insurgentes Cuicuilco,04530,,Coyoacán,POINT (479998.0987 2134557.0143999998)
505.0,TIENDAS DEPARTAMENTALES,SEARS,Anillo Periférico Sur,4690,,Insuegentes Cuicuilco,04530,,Coyoacán,POINT (480148.1124 2134452.2842999995)
506.0,TIENDAS DEPARTAMENTALES,"EL PALACIO DE HIERRO, S.A. DE C.V.",Periférico Sur,4690,Perisur,Insurgentes Cuicuilco,04530,,Coyoacán,POINT (480133.1540000001 2134511.9420999996)
507.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Periférico Sur,4690,,Insurgentes Cuicuilco,04530,,Coyoacán,POINT (479915.5217000004 2134460.0632000007)
508.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Sn. Jerónimo,630,,Insurgentes Cuicuilco,04530,,Coyoacán,POINT (480043.14389999956 2134534.502699999)
509.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Periférico Sur,4690,Entre Zacatepetl y  Av. del Iman,Insurgentes Cuicuilco,04530,,Coyoacán,POINT (480215.6487999996 2134534.3148)
510.0,CENTRO COMERCIAL,CENTRO COMERCIAL REAL DE COYOACAN,Av. Div. del Norte,3651,Esq. Calz. Tlalpan,Xotepingo,04610,,Coyoacán,POINT (485400.31599999964 2136325.976399999)
511.0,CENTRO COMERCIAL,COMERCIAL SAULO S.A. DE C.V.,Av. Div. del Norte,3640,,Sn. Pablo Tepetlapa,04620,,Coyoacán,POINT (485481.4978 2136301.236199999)
512.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Av. Tepetlapa,S/N,,Alianza Popular Revolucionaria,04800,,Coyoacán,POINT (487080.73419999983 2135849.2379)
513.0,TIENDAS DEPARTAMENTALES,VIANA,Calz. de Tlalpan,2820,Esq. Div. del Norte,Espartaco,04870,,Coyoacán,POINT (485499.2840877577 2136082.4028950185)
514.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Calz. del Hueso,530,Esq. Canal de Miramontes,Girasoles,04920,,Coyoacán,POINT (486884.4227 2134570.2424)
515.0,TIENDAS DEPARTAMENTALES,VIANA,Calz. de Tlalpan,4355,Esq. J. Apolinar Nieto,Bosques de Tetlameya,04730,,Coyoacán,POINT (483998.37799999956 2133836.2657999992)
516.0,CENTRO Y PLAZA COMERCIAL,PLAZA ACORA PEDREGAL,Periferico Sur,4268,,JARDINES DEL PEDREGAL DE SAN ANGEL,04500,,Coyoacán,POINT (478698.45430000033 2134644.5404000003)
517.0,CENTRO Y PLAZA COMERCIAL,WALMART PERIFARICO SUR,Insurgentes Sur,90,,INSURGENTES CUICUILCO,04530,,Coyoacán,POINT (480342.47869999986 2134719.148499999)
518.0,CENTRO Y PLAZA COMERCIAL,Centro Comercial Patio Pedregal,Boulevard Adolfo Rucz Cortines,527,,Pedregal de Carrasco,04530,,Coyoacán,POINT (480961.3403000003 2134460.8727)
519.0,CENTRO Y PLAZA COMERCIAL,PATIO PEDREGAL,BOULEVARD ADOLFO RUIZ CORTINES,5270,,PEDREGAL DE CARRASCO,04700,,Coyoacán,POINT (481860.0390999997 2134441.1876999997)
520.0,CENTRO Y PLAZA COMERCIAL,GRAN SUR,Gran Sur,5550,,PEDREGAL DE CARRASCO,04700,,Coyoacán,POINT (482546.17119999975 2134664.5406)
521.0,CENTRO Y PLAZA COMERCIAL,PLAZA FUENTES,CALZADA DEL HUESO,160,,EJIDO SANTA URSULA COAPA,04850,,Coyoacán,POINT (485780.40029999986 2134991.3565999996)
522.0,CENTRO Y PLAZA COMERCIAL,PLAZA AMERICA,BENITO JUAREZ,117,,EX HACIENDA COAPA,04850,,Coyoacán,POINT (485748.2302000001 2135470.6966999993)
523.0,CENTRO Y PLAZA COMERCIAL,PLAZA GIRASOLES,CALZADA DEL HUESO,453,,RANCHO GUADALUPE,04920,,Coyoacán,POINT (486662.0437000003 2134611.9729999993)
524.0,CENTRO Y PLAZA COMERCIAL,PLAZA FIESTA COAPA,RANCHO GUADALUPE,503,,GIRASOLES III,04920,,Coyoacán,POINT (486827.14410000015 2134595.0396999996)
525.0,CENTRO Y PLAZA COMERCIAL,PLAZA LOS LAURELES,3 ORIENTE (AVENIDA CAFETALES),1802,,HACIENDA DE COYOACAN,04970,,Coyoacán,POINT (488135.96549999993 2134224.428200001)
526.0,CENTRO Y PLAZA COMERCIAL,EL TREBOL,3 ORIENTE (AVENIDA CAFETALES),1792,,HACIENDA DE COYOACAN,04970,,Coyoacán,POINT (488142.9107999997 2134254.8554)
527.0,CENTRO Y PLAZA COMERCIAL,PLAZA BOMBAS 835,CALZADA DE LAS BOMBAS,835,,CAFETALES II,04930,,Coyoacán,POINT (488830.5091000004 2135051.5516)
528.0,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,CALZADA DE LAS BOMBAS,756,,CAFETALES,04918,,Coyoacán,POINT (488514.86060000025 2135220.2391999997)
529.0,CENTRO Y PLAZA COMERCIAL,PLAZA LOS ARCOS,3 ORIENTE (AVENIDA ARMADA DE MEXICO),1464,,RESIDENCIAL CAFETALES,04918,,Coyoacán,POINT (488425.4951999998 2135430.4956)
530.0,CENTRO Y PLAZA COMERCIAL,PLAZA DEL SUR,3 ORIENTE (AVENIDA ARMADA DE MEXICO),1450,,CAFETALES,04918,,Coyoacán,POINT (488425.56070000026 2135512.0374999996)
531.0,CENTRO Y PLAZA COMERCIAL,WALMART PERIFARICO SUR,Insurgentes Sur,90,,INSURGENTES CUICUILCO,04530,,Coyoacán,POINT (480341.96279999986 2134728.2863)
532.0,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL GRAN SUR,BOULEVARD ADOLFO RUoZ CORTINES,550,,PEDREGAL DE CARRASCO,04700,,Coyoacán,POINT (480964.5563000003 2134461.3610999994)
533.0,CENTRO Y PLAZA COMERCIAL,PLAZA GIRASOLES,RANCHO SAN LORENZO,6,,GIRASOLES,04920,,Coyoacán,POINT (486876.4972000001 2135190.3592000008)
534.0,CENTRO Y PLAZA COMERCIAL,PLAZA LA HACIENDA,3 ORIENTE (AVENIDA CAFETALES),1752,,HACIENDAS DE COYOACAN,04070,,Coyoacán,POINT (488165.0987 2134334.3367)
535.0,CENTRO Y PLAZA COMERCIAL,PLAZA DEL SUR,3 ORIENTE (AVENIDA ARMADA DE MEXICO),1450,,RESIDENCIAL CAFETALES,04918,,Coyoacán,POINT (488422.1054999996 2135472.5099)
536.0,TIENDAS DE AUTO SERVICIO,BODEGA AURRERA,CALZ. DE LA VIRGEN,,2799,CULHUACAN CTM CROC,04480,,Coyoacán,POINT (488802.22169999965 2136560.3955000006)
537.0,CENTRO Y PLAZA COMERCIAL,PLAZA PREMIER,2 ORIENTE,754,,ALIANZA POPULAR REVOLUCIONARIA,04800,,Coyoacán,POINT (486980.1178000001 2136043.0756)
538.0,TIENDAS DE AUTO SERVICIO,WALMART MIRAMONTES,2 ORIENTE,753,,LOS CIPRESES,04830,,Coyoacán,POINT (486833.95270000026 2136000.6182000004)
539.0,CENTRO Y PLAZA COMERCIAL,ZAPAMUNDI,1 ORIENTE,2600,,CIRUELOS,04830,,Coyoacán,POINT (486152.71920000017 2136367.2488)
540.0,CENTRO Y PLAZA COMERCIAL,PLAZA XOTEPINGO,XOTEPINGO,48,,AVANTE,04460,,Coyoacán,POINT (485559.8808000004 2137185.0769999996)
541.0,CENTRO Y PLAZA COMERCIAL,PLAZA CULHUACAN,ROSA MARIA SEQUEIRA,140,,UNIDAD HAB OBRERO CTM CULHUACAN 6,04480,,Coyoacán,POINT (487527.19269999955 2136720.2200000007)
542.0,CENTRO Y PLAZA COMERCIAL,PLAZA TAXQUEZA,PASEO DE LOS CIPRESES,222,,PASEOS DE TAXQUEOA,04250,,Coyoacán,POINT (486766.5253999997 2138882.331599999)
543.0,CENTRO Y PLAZA COMERCIAL,PLAZA ALAMO,TAXQUEAA,1285,,CALZADA DE TAXQUEMA,04200,,Coyoacán,POINT (485171.5864000004 2138604.2699999996)
544.0,CENTRO Y PLAZA COMERCIAL,PLAZA MANZANA,MIGUEL ANGEL DE QUEVEDO,2943,,EL ROSEDAL,04330,,Coyoacán,POINT (484338.4891999997 2138721.5500000007)
545.0,CENTRO Y PLAZA COMERCIAL,COMERCIUM COPILCO,10 SUR (AVENIDA PEDRO ENRdQUEZ URErA),546,,LOS REYES,04330,,Coyoacán,POINT (483455.2346999999 2137961.3178000003)
546.0,TIENDAS DE AUTO SERVICIO,CHEDRAUI,10 SUR (AVENIDA PEDRO ENRdQUEZ URErA),514,,LOS REYES,04330,,Coyoacán,POINT (483363.0115 2137975.2382999994)
547.0,CENTRO Y PLAZA COMERCIAL,PLAZA TIERRA SALVAJE,HEROES DEL 47,59,,SAN MATEO,04120,,Coyoacán,POINT (484459.0752999997 2139681.8892)
548.0,CENTRO Y PLAZA COMERCIAL,PLAZA VAQUERITOS,DIVISION DEL NTE,4901,,SAN LUCAS,04030,,Coyoacán,POINT (484099.47020000033 2139644.6301000006)
549.0,CENTRO Y PLAZA COMERCIAL,PLAZA SAN IGNACIO,MIGUEL HIDALGO,9,,DEL CARMEN,04100,,Coyoacán,POINT (484037.69799999986 2139739.8114)
550.0,CENTRO Y PLAZA COMERCIAL,CALLEJON SAN JOSE,XICOTENCATL,173,,DEL CARMEN,04100,,Coyoacán,POINT (483656.06319999974 2140073.091499999)
551.0,CENTRO Y PLAZA COMERCIAL,LA MANZANA,UNIVERSIDAD,2079,,COPILCO UNIVERSIDAD,,,Coyoacán,POINT (480573.6556000002 2138172.7283999994)
552.0,CENTRO Y PLAZA COMERCIAL,OASIS COYOACAN,MIGUEL ANGEL DE QUEVEDO,1778,,OXTOPULCO,04318,,Coyoacán,POINT (481110.2466000002 2139073.426999999)
553.0,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL LA ESTACION,MIGUEL ANGEL DE QUEVEDO,279,,OXTOPULCO,04318,,Coyoacán,POINT (481374.30069999956 2139082.5623000003)
554.0,CENTRO Y PLAZA COMERCIAL,PLAZA MAQ,MIGUEL ANGEL DE QUEVEDO,310,,SANTA CATARINA,04010,,Coyoacán,POINT (481488.0571999997 2139166.4114999995)
555.0,CENTRO Y PLAZA COMERCIAL,PLAZA SANTA CATARINA,MIGUEL ANGEL DE QUEVEDO,486,,SANTA CATARINA,04010,,Coyoacán,POINT (482108.60610000044 2139095.069)
556.0,CENTRO Y PLAZA COMERCIAL,MERCADO ROMA COYOACAN,MIGUEL ANGEL DE QUEVEDO,353,,ROMERO DE TERREROS,04310,,Coyoacán,POINT (481716.22250000015 2139072.6657)
557.0,TIENDAS DE AUTO SERVICIO_,CITY MARKET,AV. SAN JERONIMO,190,,LA OTRA BANDA,04510,,Coyoacán,POINT (479403.5915000001 2137963.6448999997)
558.0,CENTRO Y PLAZA COMERCIAL,PLAZA PEDREGAL,AV. REVOLUCION,2015,,LA OTRA BANDA,04519,,Coyoacán,POINT (479681.8789999997 2138007.400800001)
559.0,CENTRO Y PLAZA COMERCIAL,PLAZA FUTURA,AV. UNIVERSIDAD,1887,,COPILCO UNIVERDSIDAD,04360,,Coyoacán,POINT (480897.3968000002 2138690.4104999993)
560.0,CENTRO Y PLAZA COMERCIAL,WALMART EXPRESS,AV. MIGUEL ANGEL DE QUEVEDO,870,,COYOACAN,04000,,Coyoacán,POINT (483609.2467 2138949.657299999)
561.0,CENTRO Y PLAZA COMERCIAL,SUMESA CENTENARIO,CENTENARIO,227,,DEL CARMEN,04100,,Coyoacán,POINT (482871.88269999996 2140409.0090999994)
562.0,TIENDAS DE AUTO SERVICIO,SUPERAMA ELITE PASSEOS DE TASQUEÑA,CALZ TAXQUEÑA,1752,,TAXQUEÑA,04280,,Coyoacán,POINT (486697.48309999984 2138349.0273)
563.0,CENTRO Y PLAZA COMERCIAL,PLAZA LA LONJA,AVENDIA CARLOTA ARMERO,60,,SAN FRANCISCO CULHUACAN,04260,,Coyoacán,POINT (488094.5861999998 2137914.148499999)
564.0,CENTRO Y PLAZA COMERCIAL,PLAZA CANTIL-COYOACAN,AV AZTECAS,270,,LOS REYES,04330,,Coyoacán,POINT (483837.38630000036 2137230.8616000004)
565.0,CENTRO Y PLAZA COMERCIAL,MEGA SORIANA,AV. IMAN,550 151,,PEDREGAL DE CARRASCO,04700,,Coyoacán,POINT (482615.8546000002 2134822.3084999993)
566.0,TIENDA DE AUTO SERVICIO,TU TIENDA UNAM,MARIO DE LA CUEVA,,,CU,,,Coyoacán,POINT (481563.57969999965 2136327.9115999993)
567.0,CENTRO Y PLAZA COMERCIAL,PLAZA SANTA LUCIA,NEZAHUALCOYOTL,19,,AJUSCO,04300,,Coyoacán,POINT (482456.06960000005 2135815.8583000004)
568.0,CENTRO Y PLAZA COMERCIAL,Super Plaza La Viga,Eje 2 Oriente Calz. de la Viga,1150,,Apatlaco,09430,,Iztapalapa,POINT (487171.8716000002 2142953.2375000007)
569.0,CENTRO Y PLAZA COMERCIAL,Plaza Cumbres La Viga,Jesus,43,,El Triunfo,09430,,Iztapalapa,POINT (487149.0175999999 2142818.9361000005)
570.0,CENTRO Y PLAZA COMERCIAL,Mercado San Andrés Tepilco,s/c,s/n,,San Andres Tetepilco,09440,,Iztapalapa,POINT (486324.97640000004 2142051.5462999996)
571.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Calz. de la Viga,1381,Esq. Eje 6,El Retoño,09440,Actualmente es Soriana,Iztapalapa,POINT (487100.2001 2142274.9122)
572.0,TIENDA DE AUTOSERVICIO_1,Soriana,Retoño,890,,El Retoño,09440,,Iztapalapa,POINT (486973.67030000035 2142293.1565000005)
573.0,TIENDA DE AUTOSERVICIO_1,Soriana,Calz. de la Viga eje 2 oriente,1345,,El Retoño,09440,,Iztapalapa,POINT (487066.54310000036 2142296.0702)
574.0,TIENDA DE AUTOSERVICIO_1,Soriana,Retoño,900,,El Retoño,09440,,Iztapalapa,POINT (487016.28249999974 2142303.7184999995)
575.0,CENTRO Y PLAZA COMERCIAL,Portal Churubusco,Circuito interior Ave. Rio Churubusco,583,,Sector Popular,09060,,Iztapalapa,POINT (487199.1939000003 2141643.0787000004)
576.0,CENTRO Y PLAZA COMERCIAL,Plaza Cascada,Municipio Libre,83,,Banjidal,09450,,Iztapalapa,POINT (485651.9219000004 2141419.6470999997)
577.0,CENTRO Y PLAZA COMERCIAL,Mercado Escuadrón 201,Rodolfo Usigli,s/n,,Escuadrón 201,09060,,Iztapalapa,POINT (488241.2877000002 2140940.8938999996)
578.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Ermita,1897,Esq. Av. Plutarco Elías Calles,Benjidal,09450,Actualmente hay una PEMEX y Farmacia Sn Pablo,Iztapalapa,POINT (485418.9923999999 2140630.7776999995)
579.0,CENTRO Y PLAZA COMERCIAL,Plaza Monarca,Auriga,8,,El Prado,09480,,Iztapalapa,POINT (486133.3353000004 2140509.3172999993)
580.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Calz. la Viga,1801,Esq. Ermita Iztapalapa,Unidad Modelo,09080,Actualmente es un Soriana,Iztapalapa,POINT (487145.1507000001 2140646.4069999997)
581.0,CENTRO Y PLAZA COMERCIAL,Plaza El Pueblito,Avena,13,,Mexicaltzingo,09099,,Iztapalapa,POINT (487502.69969999976 2140327.5976)
582.0,TIENDAS DEPARTAMENTALES,K-2,Ermita Iztapalapa,629,Entre Maíz y Trigo,Granjas Esmeralda,09810,Actualmente parece una bodega,Iztapalapa,POINT (487982.4380999999 2140245.1630000006)
583.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Av. Canal de Tezontle,1520,Casi Esq. con Rojo Gómez,Dr. Alfonso Ortiz Tirado,09020,Es parte de Parque Tezontle,Iztapalapa,POINT (491315.37710000016 2143306.5724)
584.0,CENTRO COMERCIAL,PARQUE TEZONTLE,,,,,,,Iztapalapa,POINT (491299.28199999966 2143240.6894000005)
585.0,TIENDAS DE AUTO SERVICIO,"WALL MART DE MÉXICO,S.A DE C.V.",Av. Canal de Tezontle,1520,Casi Esq. con Rojo Gómez,Dr. Alfonso Ortiz Tirado,09020,Es parte de Plaza Oriente,Iztapalapa,POINT (491543.58270000014 2143136.392000001)
586.0,TIENDAS DE AUTO SERVICIO,SAMS CLUB,Av. Canal de Tezontle,1520,Casi Esq. con Rojo Gómez,Dr. Alfonso Ortiz Tirado,09020,Es parte de Plaza Oriente,Iztapalapa,POINT (491849.4391000001 2143302.1207999997)
587.0,TIENDAS DE AUTO SERVICIO,MEGA COMERCIAL MEXICANA S.A DE C.V.,Javier Rojo Gómez,600,Entre Tezontle y Río Frío,Cuchilla del Moral,09319,Actualmente Soriana,Iztapalapa,POINT (492141.8093999997 2143375.687000001)
588.0,TIENDAS DE AUTO SERVICIO,HOME  MART,Canal de Sn. Juan,2141,Esq. Av. Tezontle,Unidad Habitacional Juárez,09219,Actualmente Bodega Aurrera,Iztapalapa,POINT (493772.5521 2142748.2106999997)
589.0,CENTRO Y PLAZA COMERCIAL,Zentralia Churubusco,Ave. Rio Churubusco,1072,,Los Picos VI-B,09420,Hay una TIENDA DE AUTOSERVICIO Chedraui,Iztapalapa,POINT (489260.95249999966 2142793.2792000007)
590.0,CENTRO Y PLAZA COMERCIAL,Plaza Central,Av. Río Churubusco,s/n,,Central de Abasto,09040,,Iztapalapa,POINT (489982.2150999997 2142547.3726000004)
591.0,CENTRO Y PLAZA COMERICIAL,Mercado de Jaimaica,Marcelino Buendía,s/n,,Central de Abasto,09040,,Iztapalapa,POINT (491706.63850000035 2142858.6692999993)
592.0,CENTRO Y PLAZA COMERCIAL,Central de Abasto CDMX,Av. Río Churubusco,s/n,,Central de Abasto,09040,Central de Abasto CDMX,Iztapalapa,POINT (490494.9430999998 2142090.6476000007)
593.0,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Calz. Ermita Iztapalapa,835,Esq. Av. Toltecas,Barrio Sta. Barbara,09000,Actualmente es una Nissan,Iztapalapa,POINT (488966.6272 2140252.8395000007)
594.0,CENTRO Y PLAZA COMERCIAL,Mercado Iztapalapa,Ayuntamiento,s/n,,San Pablo,09000,,Iztapalapa,POINT (490417.3261000002 2140713.2909999993)
595.0,CENTRO Y PLAZA COMERCIAL,Plaza Ermita,Calz. Ermita Iztapalapa,1441,,El Molino,09830,,Iztapalapa,POINT (490922.5270999996 2140216.1001999993)
596.0,CENTRO Y PLAZA COMERCIAL,Plaza Ermita,Calz. Ermita Iztapalapa,655,,Minerva,09810,,Iztapalapa,POINT (488361.0142999999 2140140.4646000005)
597.0,TIENDAS DEPARTAMENTALES,VIANA,Calz. Ermita Iztapalapa,915,Esq. Tulyehualco,Industrial Sta. Isabel,09820,Actualmente es un Coppel,Iztapalapa,POINT (489216.2112999996 2140153.103)
598.0,CENTRO Y PLAZA COMERCIAL,Plaza Aristeum,Ermita Iztapalapa,941,,Santa Isabel Industrial,09820,,Iztapalapa,POINT (489295.88460000046 2140157.127800001)
599.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Calz. Ermita Iztapalapa,875,Entre Av. Toltecas y los Reyes,Sta. Isabel Industrial,09820,,Iztapalapa,POINT (489093.4112999998 2140110.0217000004)
600.0,CENTRO Y PLAZA COMERCIAL,Plaza Zaragoza,Calz. Ignacio Zaragoza,1385,,Tepalcates,09210,Hay una TIENDA DE AUTOSERVICIO Sams Club,Iztapalapa,POINT (494169.1830000002 2144543.455499999)
601.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Calz. Ignacio Zaragoza,1527,Jesús Almanza y Nicolás Bravo,Tepalcates,09210,,Iztapalapa,POINT (494631.3541000001 2144284.9020000007)
602.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Av. Zaragoza,1711,,Tepalcates,09328,,Iztapalapa,POINT (495342.1342000002 2143774.0453999992)
603.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Calz. Ignacio Zaragoza,1886,Entre Juan Manuel Torrea y Domingo Arellano,Juan Escutia,09100,Actualmente es un Burger King en remodelación,Iztapalapa,POINT (495946.88889999967 2143712.4891999997)
604.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Av. Ignacio Zaragoza,1450,Casi Esq. Av. Guelatao,Juan Escutia,09100,Actualmente Soriana,Iztapalapa,POINT (495686.3185999999 2143930.0613)
605.0,CENTRO Y PLAZA COMERCIAL,Mercado Francisco Villa,s/c,s/n,,Ejercito constitucionalista,09220,,Iztapalapa,POINT (494709.8145000003 2143403.1505999994)
606.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Universidad,1191,Esq. Gral. Antonio de León,Ejército Constitucionalista,09220,Actualmente es Conalep Iztapalapa II,Iztapalapa,POINT (494437.3323999997 2143316.5286999997)
607.0,CENTRO Y PLAZA COMERCIAL,Plaza Los Arcos,Av. Tlahuac,5662,,San Lorenzo Tezonco,09790,,Iztapalapa,POINT (498025.0356999999 2142188.7047000006)
608.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Ignacio Zaragoza,S/N,Esq. Amador Salazar,jidal Sta. Martha Catitla,09140,Actualmente Soriana en Plaza el Salado,Iztapalapa,POINT (499486.20320000034 2141308.2388000004)
609.0,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Calz. Ermita Iztapalapa,3901,Esq. 5 de Febrero,Pueblo Sta. Martha Acatitla,09510,,Iztapalapa,POINT (498968.9620000003 2140027.5555000007)
610.0,TIENDA DE AUTOSERVICIO_1,Soriana Ermita,Calz. Ermita Iztapalapa,4142,,Santa Martha Acatitla,09510,,Iztapalapa,POINT (499595.32540000044 2140484.454399999)
611.0,TIENDA DE AUTOSERVICIO_1,La Comer Iztapalapa,Calz. Ermita Iztapalapa,3799,,Santiago Acahualtepec 1A ampliación,09608,,Iztapalapa,POINT (498608.4062999999 2139849.1458)
